"time","c","der(c)","B","M","cycles","tau_h"
174000,7391.119075475323,0.001723308431402766,1.05,5.25478,4.927412716983549,13.16756943522715
174600,7392.146530675428,0.001701633647483432,1.05,5.25478,4.928097687116952,13.16756943522715
175200,7393.161050785062,0.001680231737058639,1.05,5.25478,4.928774033856708,13.16756943522715
175800,7394.162810542141,0.001659099013927207,1.05,5.25478,4.929441873694761,13.16756943522715
176400,7395.151970584641,0.001638232089334633,1.05,5.25478,4.930101313723094,13.16756943522715
177000,7396.128689589586,0.001617627615893925,1.05,5.25478,4.93075245972639,13.16756943522715
177600,7397.09312430577,0.001597282286895188,1.05,5.25478,4.931395416203847,13.16756943522715
178200,7398.045429586488,0.001577192835615278,1.05,5.25478,4.932030286390992,13.16756943522715
178800,7398.985758422252,0.001557356034627537,1.05,5.25478,4.932657172281501,13.16756943522715
179400,7399.914261973523,0.001537768695111336,1.05,5.25478,4.933276174649015,13.16756943522715
180000,7400.831089603435,0.001518427666161788,1.05,5.25478,4.933887393068956,13.16756943522715
180600,7401.736388910515,0.001499329834099317,1.05,5.25478,4.934490925940343,13.16756943522715
181200,7402.630305761421,0.001480472121779349,1.05,5.25478,4.935086870507615,13.16756943522715
181800,7403.512970634827,0.00146185177667594,1.05,5.25478,4.935675313756551,13.16756943522715
182400,7404.384531212927,0.001443465683344566,1.05,5.25478,4.936256354141952,13.16756943522715
183000,7405.245129635739,0.001425310843256302,1.05,5.25478,4.936830086423826,13.16756943522715
183600,7406.094903946305,0.001407384344310321,1.05,5.25478,4.93739660263087,13.16756943522715
184200,7406.93399050774,0.001389683309844931,1.05,5.25478,4.937955993671826,13.16756943522715
184800,7407.762524031553,0.001372204898039963,1.05,5.25478,4.938508349354368,13.16756943522715
185400,7408.580637605977,0.001354946301319342,1.05,5.25478,4.939053758403984,13.16756943522715
186000,7409.388462724296,0.001337904745753331,1.05,5.25478,4.939592308482864,13.16756943522715
186600,7410.186129313172,0.00132107749046103,1.05,5.25478,4.940124086208781,13.16756943522715
187200,7410.973765760974,0.001304461827012783,1.05,5.25478,4.940649177173983,13.16756943522715
187800,7411.751498946102,0.001288055078832604,1.05,5.25478,4.941167665964068,13.16756943522715
188400,7412.519446846541,0.00127185475710412,1.05,5.25478,4.941679631231027,13.16756943522715
189000,7413.277730574278,0.001255858306897244,1.05,5.25478,4.942185153716186,13.16756943522715
189600,7414.026476900454,0.001240063053898775,1.05,5.25478,4.942684317933637,13.16756943522715
190200,7414.765805911497,0.001224466464813413,1.05,5.25478,4.943177203940999,13.16756943522715
190800,7415.495836229618,0.001209066037234461,1.05,5.25478,4.943663890819746,13.16756943522715
191400,7416.216685037317,0.00119385929912678,1.05,5.25478,4.944144456691545,13.16756943522715
192000,7416.928468101899,0.001178843808309575,1.05,5.25478,4.944618978734599,13.16756943522715
192600,7417.631299799978,0.00116401715193957,1.05,5.25478,4.945087533199986,13.16756943522715
193200,7418.325293141991,0.001149376945993808,1.05,5.25478,4.945550195427994,13.16756943522715
193800,7419.010559796699,0.001134920834752756,1.05,5.25478,4.946007039864465,13.16756943522715
194400,7419.687210115701,0.001120646490283216,1.05,5.25478,4.946458140077134,13.16756943522715
195000,7420.355350282585,0.00110655167257868,1.05,5.25478,4.946903566855057,13.16756943522715
195600,7421.015080022182,0.001092634277884063,1.05,5.25478,4.947343386681455,13.16756943522715
196200,7421.666511926336,0.001078891931006783,1.05,5.25478,4.947777674617558,13.16756943522715
196800,7422.309750459512,0.001065322428206327,1.05,5.25478,4.948206500306341,13.16756943522715
197400,7422.94489881041,0.001051923592655094,1.05,5.25478,4.948629932540274,13.16756943522715
198000,7423.572058913199,0.001038693273990721,1.05,5.25478,4.949048039275466,13.16756943522715
198600,7424.191331468757,0.001025629347867671,1.05,5.25478,4.949460887645838,13.16756943522715
199200,7424.802815965918,0.001012729715509377,1.05,5.25478,4.949868543977279,13.16756943522715
199800,7425.406610702702,0.0009999923032600782,1.05,5.25478,4.950271073801801,13.16756943522715
