"time","c","der(c)","B","SR","S_sat","S_sat_mean","T_basin","c_target","cycles","excursion"
275400,128.5260781823212,1.277225851878455e-05,0.673443531557921,0.9077881508733333,141.5815772200522,129.4676747153585,34.61939766255644,129.4676747153585,7.140337676795623,-0.09221184912666669
276000,128.5337102285611,1.26687338517084e-05,0.673443531557921,0.9093650052197706,141.3444650836302,129.4676747153585,34.53153893518325,129.4676747153585,7.140761679364504,-0.09063499478022941
276600,128.5412804325561,1.256604804194609e-05,0.673443531557921,0.9110950841459249,141.0843749124744,129.4676747153585,34.43505416589111,129.4676747153585,7.141182246253115,-0.08890491585407512
277200,128.5487893013258,1.246419421204621e-05,0.673443531557921,0.9129763348163447,140.8018854368058,129.4676747153585,34.3301270189222,129.4676747153585,7.141599405629211,-0.08702366518365534
277800,128.5562373382846,1.236316553345859e-05,0.673443531557921,0.915006491799814,140.4976232304265,129.4676747153585,34.21695722906443,129.4676747153585,7.142013185460256,-0.08499350820018603
278400,128.5636250432932,1.22629552258374e-05,0.673443531557921,0.9171830737752396,140.1722608269572,129.4676747153585,34.09576022144496,129.4676747153585,7.14242361351629,-0.08281692622476045
279000,128.5709529127097,1.216355655634828e-05,0.673443531557921,0.9195033801388789,139.826514714161,129.4676747153585,33.96676670145618,129.4676747153585,7.142830717372764,-0.08049661986112111
279600,128.5782214394406,1.206496283897536e-05,0.673443531557921,0.9219644875587411,139.4611432159403,129.4676747153585,33.83022221559489,129.4676747153585,7.143234524413368,-0.07803551244125895
280200,128.5854311129919,1.196716743382922e-05,0.673443531557921,0.9245632465255168,139.0769442720251,129.4676747153585,33.68638668405063,129.4676747153585,7.143635061832882,-0.0754367534744832
280800,128.59258241952,1.187016374645452e-05,0.673443531557921,0.9272962779528559,138.6747531257293,129.4676747153585,33.53553390593274,129.4676747153585,7.144032356639999,-0.07270372204714415
281400,128.5996755924172,1.177394861100851e-05,0.673443531557921,0.9301599680787611,138.2554399304443,129.4676747153585,33.3779510380783,129.4676747153585,7.144426421800954,-0.06984003192123889
282000,128.6067110888598,1.167851582613764e-05,0.673443531557921,0.9331504687650098,137.8199072857628,129.4676747153585,33.2139380484327,129.4676747153585,7.144817282714431,-0.06684953123499016
282600,128.6136895581667,1.158385658417359e-05,0.673443531557921,0.9362636943887425,137.3690877142625,129.4676747153585,33.04380714504362,129.4676747153585,7.145204975453704,-0.06373630561125754
283200,128.6206114640645,1.14899645949103e-05,0.673443531557921,0.939495316496777,136.9039410900627,129.4676747153585,32.86788218175523,129.4676747153585,7.145589525781363,-0.06050468350322302
283800,128.6274772666893,1.139683361684803e-05,0.673443531557921,0.9428407628669938,136.4254520302647,129.4676747153585,32.68649804173413,129.4676747153585,7.145970959260514,-0.05715923713300619
284400,128.6342874226256,1.130445745665639e-05,0.673443531557921,0.9462952156869411,135.9346272603169,129.4676747153585,32.50000000000001,129.4676747153585,7.146349301256976,-0.05370478431305892
285000,128.641042384947,1.121282996863187e-05,0.673443531557921,0.9498536102332974,135.4324929642063,129.4676747153585,32.30874306617517,129.4676747153585,7.146724576941502,-0.0501463897667026
285600,128.647742603256,1.112194505415715e-05,0.673443531557921,0.9535106341250763,134.9200921301741,129.4676747153585,32.1130913087035,129.4676747153585,7.147096811292002,-0.04648936587492369
286200,128.6543885237234,1.103179666116063e-05,0.673443531557921,0.9572607272243782,134.3984819023786,129.4676747153585,31.91341716182545,129.4676747153585,7.147466029095745,-0.04273927277562184
286800,128.6609805891285,1.094237878357433e-05,0.673443531557921,0.9610980822588926,133.8687309485973,129.4676747153585,31.71010071662835,129.4676747153585,7.147832254951584,-0.03890191774110741
287400,128.6675192388989,1.085368546079593e-05,0.673443531557921,0.9650166462401497,133.3319168536698,129.4676747153585,31.50352899752136,129.4676747153585,7.148195513272163,-0.03498335375985029
288000,128.6740049091505,1.07657107771459e-05,0.673443531557921,0.9690101227507661,132.7891235479343,129.4676747153585,31.29409522551261,129.4676747153585,7.148555828286137,-0.03098987724923385
288600,128.6804380327269,1.067844886132633e-05,0.673443531557921,0.9730719751723714,132.2414387794205,129.4676747153585,31.08219806969052,129.4676747153585,7.148913224040385,-0.02692802482762857
289200,128.6868190392401,1.059189388588067e-05,0.673443531557921,0.9771954309237277,131.6899516380203,129.4676747153585,30.86824088833466,129.4676747153585,7.14926772440223,-0.02280456907627226
289800,128.6931483551096,1.050604006665367e-05,0.673443531557921,0.9813734867755428,131.135750139278,129.4676747153585,30.65263096110026,129.4676747153585,7.149619353061646,-0.01862651322445719
290400,128.6994264036026,1.042088166224971e-05,0.673443531557921,0.9855989153046852,130.5799188748263,129.4676747153585,30.43577871373829,129.4676747153585,7.149968133533477,-0.01440108469531476
291000,128.7056536048736,1.033641297349448e-05,0.673443531557921,0.9898642725457979,130.0235367358597,129.4676747153585,30.21809693682669,129.4676747153585,7.150314089159646,-0.0101357274542021
291600,128.7118303760049,1.025262834288952e-05,0.673443531557921,0.9941619068928567,129.4676747153585,129.4676747153585,30.00000000000001,129.4676747153585,7.150657243111381,-0.005838093107143338
